 domain, category, score, first_seen, last_seen, ports (|)
 posop-stats.com,29,127,2013-07-21,2014-05-20,
 sjb888.3322.org,1,92,2012-12-27,2014-07-10,856 8888 9639 9876
 www.mfhfdnf.com,5,112,2014-03-30,2014-06-14,80
 www.welovemm.cn,5,92,2012-09-27,2014-07-14,80
 www1.t89xy0.org,1,122,2014-07-04,2014-07-15,80
 182.nsvhn987.com,15,87,2013-02-28,2014-07-10,6969
 a.vida-gamer.com,9,45,2012-08-30,2014-03-06,1090
 arkinsoftware.in,35,121,2014-04-08,2014-06-10,80
 conceptworld.com,35,113,2013-11-24,2014-06-04,80
 dwldrluficvvu.ru,29,127,2014-06-05,2014-06-05,80
 eji88.dyndns.org,27,123,2013-10-30,2014-07-03,80
 ftp.ins.dell.com,35,111,2012-09-14,2014-06-10,80
 fu.fuyuan110.com,5,92,2014-03-27,2014-07-12,88
 givethefiles.net,35,101,2014-07-04,2014-07-04,80
 glxtum.myftp.biz,25,120,2014-06-08,2014-06-08,80
 gufjan855.p-t.hk,1,102,2014-05-21,2014-07-14,80
 inpdfconvers.com,1,117,2013-06-01,2014-06-19,443
 jxxc120.3322.org,1,22,2014-06-26,2014-06-26,8000
 light.wiseie.com,35,109,2011-12-24,2014-05-24,80
 play.3dxtras.com,35,121,2013-11-26,2014-05-14,80
 s1.directxex.com,35,119,2014-05-03,2014-06-10,80
 showededirol.net,29,50,2014-03-14,2014-04-19,
 taftef.sytes.net,1,102,2012-06-16,2014-02-08,288 82 83 81
 www.conam.com.br,1,70,2013-09-12,2014-07-11,80
 a486.g.akamai.net,35,91,2011-09-17,2014-06-19,80
 asli.gencbeta.com,29,125,2013-10-04,2014-07-13,80
 friedstresser.com,35,111,2014-05-23,2014-06-19,80
 ftp.db884829.info,29,87,2013-09-14,2014-06-07,80
 gs1.wac.v1cdn.net,35,119,2012-04-12,2014-06-16,80
 hubhub.ka3ek2.com,9,113,2013-08-24,2014-05-03,1289
 net-freedomain.be,1,25,2014-05-07,2014-05-07,80
 ns1.eaglecloud.su,40,122,2014-04-20,2014-07-15,9327
 tes.memehehz.info,29,123,2014-04-08,2014-05-30,
 www.boanweb.co.kr,24,104,2013-11-19,2014-06-24,80
 www.sascco.org.sz,35,111,2014-04-21,2014-06-15,80
 a1205.g.akamai.net,35,106,2012-07-28,2014-04-24,80
 castello-casta.com,35,113,2014-07-11,2014-07-11,80
 ch4r4ct3rn4rut0.tk,27,73,2014-05-24,2014-05-24,80
 deadsand.no-ip.biz,1,52,2013-01-14,2014-07-02,101 3175
 download.e-pity.pl,35,51,2014-01-29,2014-06-09,80
 fastangleastgo.com,5,117,2014-07-10,2014-07-16,80
 files.surfright.nl,35,123,2011-10-21,2014-06-14,80
 hackhack.zapto.org,25,120,2014-04-09,2014-04-09,80
 injectionhax.co.cc,29,50,2013-08-02,2014-05-30,
 librairiesapio.com,1,102,2014-05-07,2014-05-07,80
 media.vitjvitj.com,35,111,2013-10-07,2014-05-30,80
 pc4.114central.com,35,123,2013-08-30,2014-07-15,80
 storage.jcloud.com,35,117,2013-08-30,2014-06-16,80
 1afbb.api.socdn.com,5,92,2014-06-19,2014-07-10,80
 39acc.api.socdn.com,5,25,2014-06-25,2014-07-02,80
 56884.api.socdn.com,5,42,2014-06-19,2014-07-03,80
 68219.api.socdn.com,5,25,2014-07-02,2014-07-02,80
 a170b.api.socdn.com,5,52,2014-07-02,2014-07-02,80
 a46af.api.socdn.com,5,127,2014-06-19,2014-07-15,80
 cb13b.api.socdn.com,5,117,2014-06-19,2014-07-14,80
 dl22.filekicker.net,35,59,2013-04-18,2014-05-24,80
 ejimbar.websrus.biz,35,64,2014-06-19,2014-06-19,80
 eokjkuegeulvv.co.uk,29,127,2014-04-04,2014-04-04,80
 eu.patch.battle.net,6,69,2013-10-20,2014-06-18,1119
 l.turnlightsoff.com,5,52,2013-12-31,2014-07-08,80
 s.shoppingchip.info,35,113,2013-11-13,2014-06-09,80
 www.controlpc.co.kr,24,57,2013-09-13,2014-07-16,80
 185060025.qseach.com,1,120,2014-07-08,2014-07-08,80
 24da85.api.socdn.com,5,122,2014-07-07,2014-07-15,80
 486773372.qseach.com,1,120,2012-07-19,2012-08-05,80
 4e72a4.api.socdn.com,5,122,2014-07-04,2014-07-14,80
 595536470.qseach.com,1,120,2014-07-13,2014-07-13,80
 7e7b54.api.socdn.com,5,117,2014-07-01,2014-07-15,80
 934037685.qseach.com,1,120,2012-06-25,2012-06-25,80
 applicationgrabb.com,5,122,2014-04-03,2014-07-17,80
 cjvntsdfhsoliw.co.uk,29,127,2014-05-25,2014-05-26,80
 exurmlndbdojjx.co.uk,29,127,2014-06-09,2014-06-09,80
 filedataukmyscan.com,5,35,2014-05-18,2014-05-18,80
 hanjia1996.meibu.net,1,45,2014-07-06,2014-07-06,2015
 just-a-downloader.su,1,87,2014-06-06,2014-06-11,80
 just-a-downloader.su,27,119,2014-06-06,2014-07-08,80
 newk.netnowledge.com,30,58,2012-09-22,2014-05-09,5721
 www.algeriaplast.com,29,127,2013-02-17,2014-05-22,80
 www.devicedoctor.com,35,102,2013-08-08,2013-08-08,80
 www.xuwupiaomiao.com,1,25,2014-05-03,2014-07-10,81 1230
 a767.dscms.akamai.net,19,32,2014-04-13,2014-04-13,80
 cyerwtqcrggiynd.co.uk,29,127,2014-05-30,2014-05-30,80
 eggrfmfcrsgeywe.co.uk,29,127,2014-05-20,2014-05-20,80
 fishhappy888.gicp.net,25,120,2013-03-06,2014-07-15,80
 jkiwi.sd.softonic.com,5,40,2012-08-19,2014-05-08,80
 liu980492059.gicp.net,1,97,2014-06-17,2014-07-11,8010
 onlinecorporate.co.in,1,112,2014-04-21,2014-06-16,80
 pyhitxthbrlbrkk.co.uk,29,127,2014-05-23,2014-05-23,80
 rrojvfkyxgkmctt.co.uk,29,127,2014-06-17,2014-06-17,80
 ruedigerbaltissen.com,28,124,2014-02-16,2014-02-16,443
 se7a456se7a.no-ip.org,1,107,2014-05-15,2014-05-26,80
 static.updatestar.net,35,125,2013-04-02,2014-06-16,80
 tongji.toutiao001.com,35,113,2013-09-11,2014-06-11,80
 vip316535552.3322.org,1,102,2013-04-01,2014-03-16,8000 3937
 www.highvaccine.co.kr,24,79,2014-04-09,2014-05-30,80
 534843666aaaa.3322.org,1,107,2014-06-01,2014-06-04,1992 88
 cxatodxefolgkokdqy.com,1,107,2013-07-06,2014-07-13,443
 express-shippingus.net,28,116,2014-06-16,2014-06-19,443
 haozip.sd.softonic.com,5,112,2014-05-19,2014-07-14,80
 mci.dl1.netdna-cdn.com,35,113,2014-03-09,2014-06-12,80
 static.ud.softonic.com,5,107,2013-01-07,2014-07-15,80
 xnview.sd.softonic.com,5,107,2013-04-23,2014-07-13,80
 bucelslmpwyajzlguis.com,29,123,2013-11-12,2014-06-19,80
 zip.version-gratuit.com,35,59,2014-04-02,2014-06-12,80
 1c1d4.perfectchoice1.com,29,50,2014-04-23,2014-04-23,
 1c781.perfectchoice1.com,29,50,2014-05-02,2014-05-02,
 1c87b.perfectchoice1.com,29,100,2014-04-14,2014-05-24,
 1f8a3.perfectchoice1.com,29,50,2014-06-15,2014-06-15,
 2010f.perfectchoice1.com,29,100,2014-04-14,2014-05-26,
 22bd8.perfectchoice1.com,29,127,2014-04-04,2014-05-10,
 ad-aware.sd.softonic.com,5,35,2012-06-25,2014-06-05,80
 bs-player.sd.softonic.it,5,55,2014-03-29,2014-07-14,80
 cleanmem.sd.softonic.com,5,65,2014-03-14,2014-03-14,80
 crosconbeitrac1989.co.vu,35,109,2014-07-09,2014-07-09,80
 mppv2mup.valueactive.com,6,23,2012-09-10,2014-05-26,80
 os2.thepdfcreatorapp.com,5,35,2014-04-10,2014-07-08,80
 tvuplayer.sd.softonic.fr,5,107,2012-10-01,2014-07-11,80
 update.service-pop.co.kr,24,87,2013-12-22,2014-06-07,80
 fresh-view.sd.softonic.fr,5,107,2014-07-11,2014-07-11,80
 pdanet.sd.softonic.com.br,5,35,2014-03-04,2014-03-04,80
 secure.1-pn-installer.com,35,115,2014-02-19,2014-06-16,80
 www.free-wifi-hotspot.com,35,107,2013-08-06,2014-06-11,80
 1ra5-downloads.phpnuke.org,28,124,2014-05-11,2014-06-02,443
 dvd-x-copy.sd.softonic.com,5,42,2014-06-25,2014-06-25,80
 dwlvzphyphheuwxvgvcnzug.ru,29,86,2014-06-01,2014-06-06,80
 far-cry.sd.en.softonic.com,5,127,2012-06-27,2014-07-15,80
 newspapermaskars.dyndns.tv,25,120,2013-11-21,2014-05-02,80
 ozdxrwdrkqwkjqtcjzkbdde.ru,29,92,2014-06-01,2014-06-12,80
 sburxciemsomzvqirkrbapt.ru,29,127,2014-06-01,2014-06-06,80
 slide-fotos02.beepworld.it,35,87,2014-03-08,2014-05-17,80
 www.youtubeaccelerator.com,35,117,2013-11-28,2014-06-04,80
 bsplayer.ud.en.softonic.com,5,72,2012-07-28,2014-07-04,80
 download.flvplayer4free.com,35,121,2013-11-28,2014-06-19,80
 du-meter.sd.softonic.com.br,5,22,2014-06-15,2014-06-26,80
 photoplusx5.sd.softonic.com,5,75,2014-05-04,2014-07-11,80
 amplitube.sd.en.softonic.com,5,97,2012-07-27,2014-07-11,80
 daemon-tools.sd.softonic.com,5,57,2012-09-01,2014-07-14,80
 f5291.nb.host192-168-1-2.com,1,82,2014-05-05,2014-05-05,80
 feddcdda.yourfreehosting.net,1,77,2014-07-03,2014-07-05,80
 q6140.nb.host192-168-1-2.com,1,40,2014-05-04,2014-05-04,80
 support.saveclickersoft.info,5,122,2014-05-08,2014-07-15,80
 a27834.nb.host192-168-1-2.com,1,40,2014-05-04,2014-05-04,80
 bmswdjnphizbavxdaufqhxfm.info,29,75,2014-05-21,2014-05-26,
 dorjeetenzin1.dynamic-dns.net,25,120,2014-05-21,2014-06-21,80
 drivereasy.sd.en.softonic.com,5,42,2012-07-27,2014-06-30,80
 hitman-pro.sd.nl.softonic.com,5,122,2012-08-14,2014-07-13,80
 llvwfumdtnrobpfkjtwdybceyt.ru,29,85,2014-06-01,2014-06-05,80
 safe-n-sec.sd.en.softonic.com,5,117,2014-07-15,2014-07-15,80
 terasology.sd.en.softonic.com,5,112,2013-08-06,2014-07-14,80
 xsfunfytdfuaqrsrggecugzxuu.ru,29,85,2014-06-01,2014-06-05,80
 avg-remover.sd.en.softonic.com,5,117,2012-05-22,2014-07-15,80
 serious-sam.sd.en.softonic.com,5,45,2012-07-27,2014-06-28,80
 panda-antivirus.sd.softonic.com,5,117,2013-04-24,2014-07-15,80
 skype-mobile.sd.en.softonic.com,5,75,2014-05-06,2014-07-14,80
 statrcv.ticnofiledownloader.com,1,40,2013-03-15,2014-07-05,80
 vlc-media-player.sd.softonic.de,5,40,2012-05-25,2014-04-16,80
 keylogger-gratis.sd.softonic.com,5,40,2014-03-24,2014-07-12,80
 windows-defender.sd.softonic.com,5,102,2014-04-15,2014-04-15,80
 dc-b2b0e285.getapplicationmy.info,5,117,2013-12-30,2014-06-18,80
 live-for-speed.sd.nl.softonic.com,5,107,2014-07-13,2014-07-13,80
 rescuebeta.logmein.com.akadns.net,30,62,2013-03-12,2014-05-13,80
 ati-catalyst-64bits.sd.softonic.it,5,45,2014-04-23,2014-07-06,80
 pdf-xchange-viewer.sd.softonic.com,5,35,2013-09-28,2014-07-04,80
 system-explorer.sd.softonic.com.br,5,45,2013-11-28,2014-05-15,80
 virtual-cd-manager.sd.softonic.com,5,77,2014-07-03,2014-07-07,80
 denshi-inkan-sakusei.sd.softonic.jp,5,82,2014-07-08,2014-07-08,80
 cyanogenmod-installer.sd.softonic.pl,5,102,2014-07-10,2014-07-11,80
 supertuxkart-portable.sd.softonic.com,5,35,2014-07-14,2014-07-14,80
 complete-system-tuneup.sd.softonic.com,5,117,2014-07-14,2014-07-15,80
 free-screen-to-video.sd.softonic.com.br,5,107,2014-05-12,2014-07-13,80
 freemake-video-converter.sd.softonic.jp,5,107,2014-05-20,2014-07-11,80
 total-video-converter.ud.en.softonic.com,5,92,2014-01-23,2014-07-08,80
 san-andreas-multiplayer.sd.en.softonic.com,5,60,2012-05-21,2014-07-08,80
 882491gc8fd412t7kb48jk16kpxj05.ipcheker.com,1,97,2011-12-03,2013-01-24,80
 8mb412q4xn35425ha816htc51h5579.ipcheker.com,1,92,2012-10-13,2012-10-17,80
 f7616jq70x14895cts6q25569753u1.ipcheker.com,1,87,2014-07-09,2014-07-09,80
 h2y47by649l7kcwrk849d8a1l9d2qr.ipcheker.com,1,92,2012-11-06,2013-01-31,80
 t507o87599yfg51gq1wn0mf0947728.ipcheker.com,1,87,2012-09-15,2012-09-16,80
 typingmaster-typing-test.sd.en.softonic.com,5,30,2012-11-17,2014-04-21,80
 x24tbtymh4b7z545jt0gyq37uu4m74.ipcheker.com,1,87,2012-10-23,2012-10-23,80
 bigasoft-total-video-converter.sd.softonic.fr,5,35,2014-05-08,2014-05-08,80
 dvdvideomedia-free-dvd-ripper-fr.sd.softonic.fr,5,77,2014-07-03,2014-07-05,80
 internet-explorer-9-vista-32-bit.sd.softonic.it,5,50,2012-08-16,2014-06-26,80
 volup.eu,1,117,2013-12-25,2014-06-15,80
 cotsv.com,1,85,2013-07-20,2014-05-20,80
 jaiob.net,29,127,2013-08-14,2014-06-05,80
 qmoby.net,37,22,2014-02-19,2014-06-26,80
 bestgif.su,27,64,2013-08-20,2014-05-15,80
 mobuna.net,37,107,2013-12-14,2014-06-28,80
 noxo.cz.cc,27,51,2014-05-29,2014-05-29,80
 www.1cc.pw,1,107,2013-04-21,2014-07-13,79 99
 9.dmiug.com,1,72,2014-06-22,2014-07-06,8088
 anam0rph.su,29,126,2013-02-23,2014-07-10,80
 gigasbh.org,9,28,2013-03-20,2014-06-28,1863 9000
 manjena.com,1,97,2014-02-08,2014-06-03,80
 skachal.biz,1,112,2013-11-04,2014-07-07,80
 syncios.com,35,81,2013-01-29,2014-05-13,80
 zeplost.com,1,117,2013-05-25,2014-07-15,443
 danusoft.com,35,79,2012-10-24,2014-06-01,80
 imuyen.cz.cc,27,74,2013-08-05,2014-07-02,80
 intromem.com,1,67,2013-09-20,2014-06-23,80
 pvpipkio.com,1,77,2012-08-07,2014-07-07,443
 tlremote.com,30,117,2011-12-17,2014-07-07,5721
 79.wap517.net,29,50,2014-06-03,2014-07-13,
 ahmetkiran.tk,27,63,2014-04-03,2014-05-14,80
 blogerhopt.in,29,127,2014-03-06,2014-04-29,80
 cdn.naver.com,35,107,2012-08-18,2014-01-13,80
 directxex.com,35,111,2012-09-05,2014-06-07,80
 disenart.info,1,72,2013-11-28,2014-06-04,443
 dw.ezbsys.net,35,117,2012-06-18,2014-06-11,80
 i-softinc.com,1,87,2014-03-10,2014-04-30,80
 jadhaogin.com,28,125,2013-11-25,2014-06-16,443
 kipz.axvf.biz,1,117,2013-12-13,2014-07-14,8000
 naja7host.com,35,109,2013-11-07,2014-06-12,80
 rakionhile.tk,27,57,2014-05-08,2014-05-08,80
 tj.aa88567.cn,1,40,2013-12-29,2014-07-07,80
 vnm.hopto.org,9,100,2014-06-11,2014-06-28,6667
 www.miidi.net,37,122,2014-04-01,2014-07-13,80
 16682.qrqr.net,1,122,2013-05-21,2013-05-25,80
 175.wap517.net,29,127,2014-03-13,2014-05-31,
 ca.sk88.com.tw,35,119,2013-09-27,2013-11-14,80
 data.ticno.com,1,122,2010-12-11,2014-07-15,80
 dcat.pixub.com,35,105,2014-03-28,2014-06-14,80
 dl.verypdf.net,35,121,2013-10-20,2014-06-05,80
 down.kfphr.org,35,123,2014-03-21,2014-06-01,99
 facebstats.com,1,97,2014-06-11,2014-06-11,80
 haircare99.org,1,67,2014-03-27,2014-07-04,20001
 irc.prison.net,9,103,2013-03-27,2014-06-23,6667
 kkkk.zapto.org,25,120,2014-05-07,2014-05-07,1177
 llm.dudulm.com,35,71,2014-06-19,2014-06-19,801
 tv.zaberno.com,29,127,2013-11-29,2014-05-27,
 vopernat.cu.cc,27,31,2014-05-09,2014-05-09,80
 www.mierzej.pl,35,57,2014-04-06,2014-06-12,80
 www.qseach.com,1,120,2011-04-08,2014-07-14,80
 www.xl1981.com,1,42,2014-03-09,2014-06-18,80
 15502.dns7a.com,29,50,2014-03-28,2014-03-28,443
 65557.dnsd2.net,29,50,2014-03-23,2014-03-23,443
 81990.dns0h.net,29,50,2014-03-26,2014-03-26,443
 cybeitrapp.info,5,67,2013-01-23,2014-07-09,80
 digiaquascr.com,35,103,2012-07-31,2014-06-03,80
 dl.i-funbox.com,35,63,2013-11-25,2014-05-11,80
 imp.oi-imp1.com,5,122,2013-02-23,2014-07-16,80
 lshen.f3322.org,1,87,2014-06-27,2014-06-27,2015
 maxthon4.url.ph,35,111,2014-03-04,2014-06-14,80
 mta-hta-team.tk,27,57,2014-05-08,2014-05-08,80
 n.myadvsit1.com,9,123,2012-12-17,2014-06-18,6161
 nasarigroup.com,28,124,2014-01-12,2014-05-05,443
 resulozturk.net,1,75,2014-03-31,2014-05-29,80
 union.go300.com,5,22,2012-12-17,2014-06-17,80
 ws.xcodelib.net,35,107,2014-05-21,2014-06-16,80
 www.cape.com.br,35,81,2014-05-23,2014-05-23,80
 www.cash888.net,35,59,2013-10-05,2014-06-13,80
 www.cctv-cc.net,1,35,2013-05-23,2014-07-04,8091
 www.strybos.com,1,117,2012-10-02,2014-07-08,80
 xx.sqlteam.info,9,125,2013-03-02,2014-05-26,5190 10324
 120.nsvhn987.com,1,102,2013-02-28,2014-06-18,8080
 145.nsvhn987.com,29,120,2013-03-08,2014-06-22,
 176.nsvhn987.com,29,122,2013-04-01,2014-07-13,
 182.nsvhn987.com,1,102,2013-03-01,2014-07-10,8080
 book5.jjcc88.com,1,67,2014-07-05,2014-07-10,80
 hai520.f3322.org,1,92,2014-06-15,2014-06-15,2014
 history-later.su,27,124,2014-06-02,2014-06-15,80
 softworld.moy.su,27,90,2013-01-03,2014-06-10,80
 vaccinenet.co.kr,24,68,2012-05-03,2014-05-19,80
 www.eurolive.com,16,29,2013-10-21,2014-05-29,
 z135513.3322.org,1,65,2012-02-01,2014-02-06,3318
 144.ns1631261.com,1,107,2014-01-09,2014-06-28,8080
 blueell899.p-t.hk,1,60,2014-04-17,2014-05-06,80
 freepsybnc.usr.sh,9,65,2014-04-04,2014-05-16,6667
 media.gce.wix.com,35,55,2014-06-09,2014-06-11,80
 media.phpnuke.org,28,126,2014-06-05,2014-06-16,443
 microhi.no-ip.biz,1,97,2014-01-07,2014-07-11,100
 qdyajdq.hopto.org,25,120,2014-06-13,2014-06-13,80
 www.harley-c3.com,6,35,2014-04-18,2014-06-01,80
 gnop001.tlgslb.com,35,103,2012-08-09,2014-06-16,80
 media.eurolive.com,16,29,2011-11-06,2014-05-29,
 omardzdz.zapto.org,1,52,2014-07-02,2014-07-02,201
 service.srvmd7.com,5,122,2014-04-22,2014-07-17,80
 setup.theoreon.com,1,117,2012-11-14,2014-07-05,80
 sup.optofashion.eu,35,101,2014-07-04,2014-07-04,80
 theeventroom.co.uk,1,47,2014-03-15,2014-06-02,80
 www.mariocoins.com,35,113,2012-10-28,2014-06-16,80
 www.registry.cu.cc,1,92,2011-10-03,2014-06-17,80
 xtojbitnglkv.co.uk,29,127,2014-05-04,2014-05-04,80
 4b043.api.socdn.com,5,122,2014-06-19,2014-07-17,80
 61229.api.socdn.com,5,127,2014-06-19,2014-07-14,80
 69faa.api.socdn.com,5,62,2014-06-20,2014-07-14,80
 a0a08.api.socdn.com,5,122,2014-06-19,2014-07-14,80
 a3f5a.api.socdn.com,5,127,2014-06-19,2014-07-15,80
 bnbnmxcvcvhrt.nl.ai,27,54,2014-05-05,2014-05-05,80
 dl12.blacksunn.info,35,73,2014-06-06,2014-06-06,80
 liuzewen1.cn170.com,1,92,2014-04-23,2014-06-15,8080 8888
 meihaoddos.3322.org,1,37,2013-01-31,2014-07-10,8065
 opticalreplaytv.biz,29,127,2013-09-30,2014-05-25,80
 s.co.igameunion.com,7,115,2013-11-08,2014-07-14,80
 sevenloois71.p-t.hk,1,60,2014-06-03,2014-07-15,80
 t14571.bins.lop.com,1,32,2013-02-13,2013-02-15,80
 wildcards.zapto.org,25,120,2014-04-09,2014-05-19,80
 xxsryryvyfvirbp.com,1,72,2013-09-17,2014-06-11,443
 152880550.qseach.com,1,120,2014-07-11,2014-07-11,80
 185216070.qseach.com,1,120,2014-07-08,2014-07-08,80
 dkk8801.203axzya.com,35,115,2014-06-28,2014-07-08,80
 download.ontrack.com,35,51,2013-02-21,2014-06-09,80
 ecf056.api.socdn.com,5,117,2014-07-03,2014-07-17,80
 eftuhnwyjbiyvm.co.uk,29,127,2014-04-04,2014-04-04,80
 gagtz15123.zapto.org,1,62,2014-07-03,2014-07-03,1177
 jamirajemi.no-ip.biz,1,80,2014-04-08,2014-07-13,5552
 www.cursomecanet.com,35,51,2014-04-19,2014-06-09,80
 www.nanyanggufen.com,35,63,2014-06-03,2014-06-19,21 1559 1579 1646 1956 2147 2563 2573 2726 2794 2903 3088 3091 3128 3146 3232 3261 3266 3275 3301 36
 5122014.installic.com,35,107,2014-05-26,2014-05-29,80
 528160394.r.cdn77.net,5,87,2014-03-18,2014-07-13,80
 gonghuihuang.3322.org,1,67,2013-07-17,2014-01-20,8087 1985 2010
 iihevlgloypsilo.co.uk,29,73,2014-05-24,2014-05-24,80
 kjoqvcejmyicrgs.co.uk,29,127,2014-05-30,2014-05-30,80
 oigrhprvndcgxnw.co.uk,29,127,2014-03-27,2014-04-09,80
 ozonemicrosystems.com,1,102,2014-01-30,2014-06-16,80
 putty.sd.softonic.com,5,25,2014-03-27,2014-07-12,80
 static.sslsecure2.com,5,97,2014-06-24,2014-07-10,80
 tipcam.sd.softonic.it,5,22,2014-06-12,2014-06-15,80
 winamp.sd.softonic.jp,5,77,2014-06-21,2014-07-06,80
 winzip.sd.softonic.fr,5,87,2014-07-08,2014-07-09,80
 ww35.do-step-scan.com,24,73,2014-04-11,2014-05-24,80
 www.eleonuccorini.com,29,73,2013-07-07,2014-05-24,80
 www.zhanzhangsoft.com,35,119,2014-04-23,2014-06-13,80
 xgkltmwmgyfvtwm.co.uk,29,127,2014-05-25,2014-05-25,80
 yqxphllnjibsrka.co.uk,29,127,2014-05-25,2014-05-26,80
 zentinalmusique.co.uk,1,97,2014-01-29,2014-04-07,80
 1.getsecureinstall.com,35,107,2014-04-02,2014-06-14,80
 90.gosecureinstall.com,35,57,2014-04-02,2014-06-12,80
 dl12.centerinstall.net,35,99,2014-04-02,2014-06-11,80
 dl14.centerinstall.net,35,91,2014-03-30,2014-06-18,80
 down.chinashangrui.com,35,79,2014-05-16,2014-06-19,80
 falowmacfly-elektro.de,29,125,2013-04-26,2014-07-15,80
 hjsplit.sd.softonic.jp,5,77,2014-02-21,2014-07-07,80
 irc.facebook-pic.co.cc,29,40,2013-10-16,2014-01-16,7575
 mp3gain.sd.softonic.fr,5,35,2013-12-26,2014-07-13,80
 rut-server.tektonit.ru,1,35,2012-06-19,2014-07-14,5655
 showmewhatsuwanname.in,29,102,2014-05-02,2014-05-02,80
 tlswhdco0306.myvnc.com,35,105,2013-07-12,2014-02-14,5723
 acp92k07j4.stolovka.org,1,122,2013-10-18,2014-06-04,8000
 c01.i06.arnic.hadns.net,35,103,2013-04-20,2014-06-15,80
 imgburn.sd.softonic.com,5,45,2014-07-13,2014-07-14,80
 spotflux.sd.softonic.fr,5,77,2014-03-14,2014-07-06,80
 usa14.cloud.getdata.com,35,98,2014-05-22,2014-05-22,80
 www.firens-bot.ouba.com,1,42,2014-05-02,2014-05-02,80
 1eceb.perfectchoice1.com,29,50,2014-06-15,2014-06-15,
 1f73c.perfectchoice1.com,29,50,2014-03-15,2014-06-15,
 2427d.perfectchoice1.com,29,50,2014-06-18,2014-06-18,
 27778.perfectchoice1.com,29,50,2014-03-27,2014-03-27,80
 2798b.perfectchoice1.com,29,127,2014-03-31,2014-03-31,80
 clients.newbrandtest.com,5,35,2013-10-14,2014-05-16,80
 crossloop.sd.softonic.jp,5,30,2013-10-20,2014-01-01,80
 download.shopper-pro.com,35,69,2013-12-17,2014-06-16,80
 filmotech.sd.softonic.fr,5,112,2014-05-08,2014-07-07,80
 japan.youngpeyatech.info,9,113,2013-10-16,2014-05-07,2938
 masstube.sd.softonic.com,5,107,2014-01-14,2014-07-10,80
 pipes.sd.en.softonic.com,5,35,2013-04-14,2013-04-29,80
 plasticanimationpaper.dk,35,109,2014-03-18,2014-05-14,80
 resolver.gslb.mi-idc.com,9,100,2012-11-20,2014-07-16,5222
 update.autocleaner.co.kr,24,121,2014-07-08,2014-07-11,80
 vksaver-download-free.ru,35,105,2014-04-09,2014-06-15,80
 y11936blx2uakek.ojron.ru,1,112,2014-06-11,2014-07-14,80
 camfrogbot1144.no-ip.info,1,75,2013-02-10,2014-07-09,441 442
 cb0hi3adsqfxmb6.teedsu.ru,5,127,2014-07-16,2014-07-16,80
 duplicatephotocleaner.com,35,117,2013-12-25,2014-06-11,80
 liteddebra55.degas.com.ar,1,97,2014-04-09,2014-07-08,80
 magicdisc.sd.softonic.com,5,30,2014-05-08,2014-05-08,80
 roblox.sd.nl.softonic.com,5,37,2014-05-19,2014-07-07,80
 safari.sd.nl.softonic.com,5,117,2012-09-06,2014-07-14,80
 static.sd.softonic.com.br,5,122,2012-05-14,2014-07-16,80
 cdburnerxp.sd.softonic.com,5,35,2012-10-29,2014-03-26,80
 downloadus2.teamviewer.com,35,69,2013-07-19,2014-06-18,80
 qovsgyhezxlpxozuozdtxcb.ru,29,127,2014-06-01,2014-06-08,80
 demodownload.image-line.com,35,121,2012-09-29,2014-06-18,80
 downloads.novirusthanks.org,35,109,2013-01-23,2014-06-19,80
 e2fe715f3a90d4dc.dnspao.com,1,87,2014-06-02,2014-07-09,80
 ghostmac.sd.en.softonic.com,5,47,2014-06-24,2014-07-01,80
 isorecorder.alexfeinman.com,35,81,2012-11-13,2014-06-10,80
 xtreme-digital-network.info,1,35,2012-09-01,2014-07-02,80 7200
 autodesk-123d.sd.softonic.de,5,60,2013-05-20,2014-06-28,80
 f1-driver.sd.softonic.com.br,5,42,2014-06-24,2014-06-30,80
 handwerkerboerse-bestwig.com,1,25,2013-01-03,2013-08-30,80
 sketchup-make.sd.softonic.de,5,40,2014-05-08,2014-05-08,80
 ultratorrent.sd.softonic.com,5,47,2014-06-14,2014-06-14,80
 www.awissenth.x10hosting.com,1,112,2012-11-29,2014-06-26,80
 www.smartdesktopcalendar.com,35,121,2014-05-08,2014-05-24,80
 zumas-revenge.sd.softonic.de,5,57,2014-06-28,2014-07-03,80
 d2i20lbpf1nhvo.cloudfront.net,35,95,2014-04-17,2014-05-02,80
 minilyrics.sd.en.softonic.com,5,25,2014-04-23,2014-06-09,80
 rgxkamlboveylcyduxohobeixo.ru,29,85,2014-06-01,2014-06-05,80
 synthmaker.sd.en.softonic.com,5,107,2014-04-14,2014-07-13,80
 wgt.wipext.digitalriverws.com,35,101,2013-07-31,2014-06-03,80
 win-spymaster.sd.softonic.com,5,25,2014-05-06,2014-07-12,80
 020607de070b.e-info-update.org,1,40,2014-05-04,2014-05-04,80
 batterycare.sd.en.softonic.com,5,92,2014-07-04,2014-07-10,80
 lg-pc-suite.sd.en.softonic.com,5,112,2012-07-27,2014-07-14,80
 web-creator.sd.nl.softonic.com,5,42,2013-05-06,2014-06-30,80
 cyber-square.sd.softonic.com.br,5,77,2014-07-07,2014-07-07,80
 njthuvwvsqwddvgxcinyqkxohumj.ru,29,127,2014-06-01,2014-06-06,80
 v7258.nb.host-domain-lookup.com,1,120,2014-05-03,2014-07-03,80
 m32618.nb.host-domain-lookup.com,1,120,2014-05-03,2014-05-03,80
 548a9c68b16ce272.bocconcino.co.za,1,97,2013-10-13,2014-07-11,80
